id;id_cliente;id_loja;id_produto;dt_venda
931;602;6;5;23/02/2018
932;437;5;10;04/07/2019
933;10;4;10;16/03/2019
934;247;6;1;02/08/2020
935;371;3;7;22/09/2020
936;81;9;1;04/04/2018
937;285;10;7;06/03/2019
938;958;5;7;09/03/2018
939;64;3;5;02/04/2019
940;972;2;7;21/06/2018
941;510;8;9;04/05/2020
942;700;9;10;06/08/2020
943;468;3;10;23/01/2018
944;422;8;3;26/09/2018
945;514;10;8;22/04/2019
946;994;4;5;06/02/2018
947;962;9;4;13/10/2018
948;712;5;8;13/07/2020
949;6;9;5;10/11/2019
950;351;5;8;04/04/2020
951;522;3;5;23/07/2018
952;568;3;5;04/05/2018
953;997;2;4;09/05/2019
954;3;6;5;27/07/2018
955;144;6;10;30/07/2019
956;170;9;1;11/02/2020
957;51;7;7;19/06/2019
958;373;2;7;22/02/2018
959;860;9;9;21/11/2019
960;639;6;8;27/05/2020
961;598;9;4;21/07/2019
962;452;6;1;01/06/2019
963;844;2;10;21/04/2019
964;828;4;3;21/04/2019
965;763;1;9;22/09/2019
966;75;7;7;09/12/2018
967;458;3;9;31/07/2018
968;229;3;10;13/01/2018
969;542;6;9;21/05/2018
970;254;5;2;22/02/2019
971;540;6;6;17/11/2018
972;575;6;3;27/04/2020
973;939;10;10;29/05/2020
974;724;5;9;16/09/2020
975;38;5;3;02/04/2018
976;478;7;9;27/02/2020
977;594;5;10;29/05/2018
978;824;5;4;01/12/2019
979;409;3;6;17/07/2018
980;558;4;6;27/12/2018
981;875;8;8;20/09/2020
982;182;5;4;14/05/2019
983;369;1;8;16/08/2020
984;912;9;8;07/08/2018
985;360;5;3;06/05/2020
986;246;8;2;05/10/2019
987;779;2;8;04/09/2019
988;157;3;3;24/02/2020
989;486;9;10;17/07/2018
990;499;1;3;24/08/2019
991;795;10;6;10/06/2020
992;667;2;1;14/09/2019
993;363;3;7;12/04/2019
994;280;10;5;01/04/2018
995;635;3;10;08/01/2019
996;641;8;5;27/03/2018
997;325;4;1;26/07/2019
998;765;6;8;24/03/2018
999;217;10;3;23/08/2018
1000;330;9;9;25/12/2018
